						10000	100000
2124	A	1927511	1				
2124	A	1929635	1				
2126	E	1931759	0				
2126	C	1933885	0				
2127	B	1936011	0				
2127	E	1938138	0				
2127	A	1940265	1				
2130	D	1942392	0				
2131	E	1944522	0				
2131	B	1946653	0				
2133	C	1948784	0				
2134	A	1950917	1				
2135	E	1953051	0				
2136	A	1955186	1				
2138	C	1957322	0				
2138	E	1959460	0				
2140	D	1961598	0				
2140	C	1963738	0				
2141	E	1965878	0				
2141	E	1968019	0				
2142	B	1970160	0				
2142	C	1972302	0				
2147	C	1974444	0				
2147	E	1976591	0				
2148	B	1978738	0				
2149	C	1980886	0				
2150	C	1983035	0				
2151	B	1985185	0				
2152	A	1987336	1				
2154	A	1989488	1				
2154	A	1991642	1				
2155	A	1993796	1				
2159	E	1995951	0				
2159	D	1998110	0				
2161	A	2000269	1				
2162	D	2002430	0				
2163	E	2004592	0				
2163	B	2006755	0				
2164	E	2008918	0				
2168	C	2011082	0				
2168	A	2013250	1				
2169	B	2015418	0				
2169	B	2017587	0				
2169	A	2019756	1				
2170	D	2021925	0				
2173	A	2024095	1				
2174	E	2026268	0				
2174	B	2028442	0				
2175	D	2030616	0				
2176	E	2032791	0				
2176	A	2034967	1				
2178	D	2037143	0				
2178	E	2039321	0				
2179	E	2041499	0				
2179	B	2043678	0				
2179	A	2045857	1				
2180	E	2048036	0				
2180	D	2050216	0				
2181	D	2052396	0				
2181	D	2054577	0				
2183	B	2056758	0				
2183	A	2058941	1				
2184	E	2061124	0				
2184	E	2063308	0				
2184	A	2065492	1				
2186	C	2067676	0				
2187	B	2069862	0				
2188	E	2072049	0				
2188	B	2074237	0				
2189	D	2076425	0				
2190	E	2078614	0				
2191	B	2080804	0				
2191	C	2082995	0				
2192	E	2085186	0				
2196	C	2087378	0				
2196	A	2089574	1				
2198	E	2091770	0				
2198	B	2093968	0				
2199	B	2096166	0				
2200	B	2098365	0				
2201	E	2100565	0				
2201	C	2102766	0				
2202	A	2104967	1				
2202	C	2107169	0				
2203	A	2109371	1				
2204	C	2111574	0				
2205	B	2113778	0				
2206	A	2115983	1				
2206	D	2118189	0				
2208	A	2120395	1				
2208	C	2122603	0				
2208	B	2124811	0				
2208	E	2127019	0				
2210	A	2129227	1				
2212	A	2131437	1				
2213	B	2133649	0				
2214	E	2135862	0				
2215	E	2138076	0				
2216	A	2140291	1				
2220	D	2142507	0				
2221	E	2144727	0				
2223	C	2146948	0				
2223	E	2149171	0				
2224	A	2151394	1				
2226	B	2153618	0				
2226	E	2155844	0				
2227	C	2158070	0				
2227	C	2160297	0				
2228	A	2162524	1				
2230	A	2164752	1				
2230	B	2166982	0				
2230	B	2169212	0				
2231	C	2171442	0				
2232	A	2173673	1				
2233	E	2175905	0				
2233	A	2178138	1				
2235	B	2180371	0				
2235	D	2182606	0				
2237	C	2184841	0				
2238	A	2187078	1				
2238	B	2189316	0				
2238	C	2191554	0				
2239	E	2193792	0				
2240	B	2196031	0				
2240	E	2198271	0				
2243	E	2200511	0				
2243	A	2202754	1				
2244	C	2204997	0				
2245	E	2207241	0				
2246	B	2209486	0				
2246	D	2211732	0				
2246	B	2213978	0				
2246	D	2216224	0				
2248	A	2218470	1				
2248	E	2220718	0				
2248	E	2222966	0				
2249	B	2225214	0				
2255	B	2227463	0				
2255	C	2229718	0				
2256	D	2231973	0				
2256	B	2234229	0				
2256	E	2236485	0				
2261	D	2238741	0				
2263	D	2241002	0				
2263	D	2243265	0				
2264	D	2245528	0				
2265	D	2247792	0				
2266	E	2250057	0				
2266	B	2252323	0				
2267	A	2254589	1				
2267	D	2256856	0				
2268	E	2259123	0				
2268	A	2261391	1				
2270	C	2263659	0				
2271	C	2265929	0				
2272	C	2268200	0				
2274	D	2270472	0				
2274	C	2272746	0				
2275	C	2275020	0				
2276	B	2277295	0				
2276	B	2279571	0				
2277	E	2281847	0				
2277	E	2284124	0				
2277	E	2286401	0				
2277	C	2288678	0				
2278	E	2290955	0				
2279	D	2293233	0				
2279	E	2295512	0				
2281	A	2297791	1				
2283	E	2300072	0				
2283	B	2302355	0				
2283	E	2304638	0				
2287	A	2306921	1				
2288	C	2309208	0				
2288	A	2311496	1				
2289	C	2313784	0				
2289	C	2316073	0				
2290	E	2318362	0				
2292	C	2320652	0				
2292	C	2322944	0				
2292	C	2325236	0				
2293	A	2327528	1				
2294	A	2329821	1				
2294	C	2332115	0				
2295	C	2334409	0				
2295	B	2336704	0				
2296	D	2338999	0				
2297	B	2341295	0				
2297	A	2343592	1				
2297	C	2345889	0				
2297	E	2348186	0				
2298	C	2350483	0				
2299	D	2352781	0				
2299	B	2355080	0				
2300	A	2357379	1				
2303	A	2359679	1				
2303	C	2361982	0				
2304	C	2364285	0				
2307	B	2366589	0				
2307	A	2368896	1				
2309	A	2371203	1				
2311	B	2373512	0				
2311	E	2375823	0				
2311	E	2378134	0				
2312	C	2380445	0				
2312	E	2382757	0				
2314	D	2385069	0				
2314	C	2387383	0				
2316	D	2389697	0				
2318	D	2392013	0				
2318	A	2394331	1				
2318	E	2396649	0				
2319	D	2398967	0				
2319	D	2401286	0				
2320	E	2403605	0				
2321	D	2405925	0				
2322	D	2408246	0				
2322	B	2410568	0				
2324	C	2412890	0				
2325	D	2415214	0				
2326	B	2417539	0				
2330	B	2419865	0				
2332	B	2422195	0				
2332	B	2424527	0				
2332	E	2426859	0				
2333	A	2429191	1				
2336	A	2431524	1				
2336	B	2433860	0				
2339	E	2436196	0				
2339	C	2438535	0				
2339	A	2440874	1				
2340	A	2443213	1				
2340	A	2445553	1				
2340	A	2447893	1				
2341	C	2450233	0				
2341	C	2452574	0				
2342	B	2454915	0				
2342	A	2457257	1				
2342	D	2459599	0				
2344	E	2461941	0				
2344	A	2464285	1				
2344	A	2466629	1				
2345	E	2468973	0				
2347	D	2471318	0				
2348	B	2473665	0				
2349	B	2476013	0				
2350	E	2478362	0				
2351	C	2480712	0				
2352	A	2483063	1				
2353	E	2485415	0				
2355	A	2487768	1				
2355	D	2490123	0				
2355	D	2492478	0				
2356	C	2494833	0				
2356	A	2497189	1				
2356	E	2499545	0				
2357	B	2501901	0				
2357	E	2504258	0				
2358	E	2506615	0				
2359	E	2508973	0				
2359	D	2511332	0				
2359	A	2513691	1				
2360	A	2516050	1				
2360	E	2518410	0				
2361	D	2520770	0				
2362	A	2523131	1				
2363	A	2525493	1				
2364	C	2527856	0				
2364	A	2530220	1				
2364	A	2532584	1				
2366	B	2534948	0				
2366	D	2537314	0				
2367	D	2539680	0				
2367	D	2542047	0				
2367	E	2544414	0				
2368	B	2546781	0				
2370	A	2549149	1				
2371	A	2551519	1				
2372	C	2553890	0				
2372	B	2556262	0				
2373	E	2558634	0				
2374	A	2561007	1				
2380	C	2563381	0				
2381	A	2565761	1				
2381	C	2568142	0				
2382	A	2570523	1				
2383	D	2572905	0				
2384	D	2575288	0				
2386	C	2577672	0				
2390	E	2580058	0				
2391	B	2582448	0				
2391	E	2584839	0				
2391	B	2587230	0				
2392	E	2589621	0				
2392	B	2592013	0				
2393	A	2594405	1				
2393	E	2596798	0				
2394	D	2599191	0				
2395	B	2601585	0				
2395	E	2603980	0				
2398	E	2606375	0				
2400	E	2608773	0				
2401	E	2611173	0				
2403	A	2613574	1				
2405	C	2615977	0				
2405	A	2618382	1				
2409	D	2620787	0				
2412	B	2623196	0				
2413	B	2625608	0				
2413	E	2628021	0				
2414	A	2630434	1				
2415	D	2632848	0				
2417	C	2635263	0				
2417	B	2637680	0				
2419	A	2640097	1				
2421	C	2642516	0				
2423	C	2644937	0				
2423	E	2647360	0				
2425	A	2649783	1				
2425	A	2652208	1				
2429	E	2654633	0				
2429	D	2657062	0				
2430	A	2659491	1				
2430	B	2661921	0				
2431	E	2664351	0				
2431	D	2666782	0				
2431	B	2669213	0				
2432	B	2671644	0				
2432	E	2674076	0				
2433	D	2676508	0				
2435	B	2678941	0				
2436	E	2681376	0				
2436	E	2683812	0				
2437	B	2686248	0				
2437	B	2688685	0				
2439	B	2691122	0				
2444	E	2693561	0				
2445	B	2696005	0				
2447	D	2698450	0				
2447	D	2700897	0				
2447	B	2703344	0				
2447	C	2705791	0				
2448	E	2708238	0				
2448	B	2710686	0				
2452	E	2713134	0				
2452	D	2715586	0				
2456	B	2718038	0				
2456	E	2720494	0				
2458	B	2722950	0				
2459	A	2725408	1				
2459	E	2727867	0				
2462	A	2730326	1				
2462	B	2732788	0				
2463	D	2735250	0				
2464	B	2737713	0				
2465	A	2740177	1				
2466	B	2742642	0				
2467	C	2745108	0				
2468	B	2747575	0				
2469	E	2750043	0				
2470	E	2752512	0				
2470	B	2754982	0				
2470	A	2757452	1				
2470	C	2759922	0				
2475	B	2762392	0				
2475	E	2764867	0				
2477	A	2767342	1				
2478	A	2769819	1				
2478	D	2772297	0				
2479	B	2774775	0				
2479	A	2777254	1				
2482	A	2779733	1				
2482	E	2782215	0				
2483	B	2784697	0				
2485	B	2787180	0				
2485	E	2789665	0				
2486	C	2792150	0				
2486	C	2794636	0				
2486	A	2797122	1				
2487	D	2799608	0				
2488	A	2802095	1				
2488	C	2804583	0				
2489	C	2807071	0				
2491	A	2809560	1				
2492	D	2812051	0				
2492	E	2814543	0				
2493	D	2817035	0				
2493	E	2819528	0				
2494	E	2822021	0				
2494	C	2824515	0				
2497	E	2827009	0				
2498	C	2829506	0				
2500	B	2832004	0				
2500	D	2834504	0				
2501	E	2837004	0				
2502	C	2839505	0				
2502	A	2842007	1				
2502	D	2844509	0				
2503	E	2847011	0				
2505	A	2849514	1				
2506	B	2852019	0				
2506	A	2854525	1				
2507	B	2857031	0				
2507	E	2859538	0				
2507	B	2862045	0				
2508	A	2864552	1				
2508	C	2867060	0				
2508	B	2869568	0				
2511	A	2872076	1				
2511	B	2874587	0				
2511	A	2877098	1				
2511	B	2879609	0				
2512	D	2882120	0				
2512	D	2884632	0				
2512	C	2887144	0				
2512	B	2889656	0				
2513	E	2892168	0				
2515	C	2894681	0				
2516	C	2897196	0				
2517	C	2899712	0				
2520	B	2902229	0				
2523	D	2904749	0				
2523	E	2907272	0				
2526	C	2909795	0				
2526	A	2912321	1				
2527	C	2914847	0				
2527	E	2917374	0				
2529	A	2919901	1				
2531	E	2922430	0				
2531	D	2924961	0				
2531	C	2927492	0				
2531	A	2930023	1				
2533	C	2932554	0				
2533	A	2935087	1				
2533	C	2937620	0				
2534	A	2940153	1				
2534	E	2942687	0				
2535	E	2945221	0				
2535	E	2947756	0				
2536	A	2950291	1				
2537	C	2952827	0				
2538	A	2955364	1				
2539	C	2957902	0				
2541	A	2960441	1				
2541	A	2962982	1				
2541	A	2965523	1				
2543	D	2968064	0				
2544	A	2970607	1				
2544	A	2973151	1				
2544	D	2975695	0				
2551	C	2978239	0				
2551	A	2980790	1				
2552	E	2983341	0				
2553	D	2985893	0				
2554	D	2988446	0				
2556	C	2991000	0				
2556	A	2993556	1				
2557	D	2996112	0				
2561	B	2998669	0				
2561	A	3001230	1				
2562	B	3003791	0				
2563	A	3006353	1				
2563	D	3008916	0				
2564	D	3011479	0				
2564	E	3014043	0				
2565	A	3016607	1				
2566	D	3019172	0				
2566	C	3021738	0				
2567	C	3024304	0				
2567	B	3026871	0				
2568	E	3029438	0				
2568	B	3032006	0				
2568	B	3034574	0				
2570	A	3037142	1				
2570	C	3039712	0				
2571	B	3042282	0				
2571	A	3044853	1				
2572	C	3047424	0				
2575	A	3049996	1				
2576	A	3052571	1				
2576	A	3055147	1				
2577	B	3057723	0				
2578	B	3060300	0				
2579	A	3062878	1				
2580	E	3065457	0				
2581	C	3068037	0				
2581	C	3070618	0				
2582	C	3073199	0				
2582	C	3075781	0				
2582	A	3078363	1				
2583	E	3080945	0				
2584	D	3083528	0				
2587	C	3086112	0				
2588	A	3088699	1				
2588	B	3091287	0				
2588	C	3093875	0				
2589	D	3096463	0				
2589	B	3099052	0				
2589	C	3101641	0				
2591	A	3104230	1				
2591	E	3106821	0				
2593	D	3109412	0				
2593	D	3112005	0				
2593	D	3114598	0				
2598	B	3117191	0				
2598	D	3119789	0				
2600	E	3122387	0				
2601	D	3124987	0				
2602	D	3127588	0				
2602	A	3130190	1				
2603	C	3132792	0				
2603	B	3135395	0				
2604	A	3137998	1				
2606	A	3140602	1				
2608	B	3143208	0				
2611	B	3145816	0				
2611	B	3148427	0				
2612	E	3151038	0				
2612	E	3153650	0				
2614	E	3156262	0				
2614	B	3158876	0				
2617	A	3161490	1				
2621	A	3164107	1				
2622	E	3166728	0				
2622	E	3169350	0				
2623	D	3171972	0				
2623	B	3174595	0				
2623	E	3177218	0				
2625	B	3179841	0				
2625	B	3182466	0				
2625	E	3185091	0				
2625	A	3187716	1				
2625	D	3190341	0				
2626	C	3192966	0				
2626	E	3195592	0				
2629	C	3198218	0				
2630	C	3200847	0				
2631	D	3203477	0				
2631	B	3206108	0				
2631	C	3208739	0				
2632	B	3211370	0				
2633	E	3214002	0				
2636	A	3216635	1				
2636	D	3219271	0				
2637	C	3221907	0				
2638	A	3224544	1				
2638	A	3227182	1				
2640	E	3229820	0				
2641	A	3232460	1				
2643	A	3235101	1				
2644	A	3237744	1				
2645	C	3240388	0				
2645	D	3243033	0				
2645	E	3245678	0				
2646	A	3248323	1				
2646	C	3250969	0				
2647	C	3253615	0				
2650	E	3256262	0				
2651	D	3258912	0				
2652	A	3261563	1				
2652	D	3264215	0				
2655	D	3266867	0				
2656	B	3269522	0				
2656	B	3272178	0				
2657	E	3274834	0				
2660	C	3277491	0				
2661	D	3280151	0				
2661	C	3282812	0				
2661	C	3285473	0				
2661	E	3288134	0				
2663	E	3290795	0				
2664	D	3293458	0				
2665	D	3296122	0				
2665	A	3298787	1				
2666	E	3301452	0				
2667	A	3304118	1				
2669	A	3306785	1				
2670	A	3309454	1				
2671	B	3312124	0				
2673	D	3314795	0				
2673	B	3317468	0				
2675	E	3320141	0				
2676	B	3322816	0				
2676	A	3325492	1				
2677	D	3328168	0				
2677	C	3330845	0				
2678	D	3333522	0				
2679	D	3336200	0				
2679	D	3338879	0				
2679	E	3341558	0				
2679	C	3344237	0				
2680	D	3346916	0				
2680	B	3349596	0				
2681	E	3352276	0				
2682	A	3354957	1				
2682	E	3357639	0				
2683	D	3360321	0				
2683	E	3363004	0				
2684	B	3365687	0				
2684	D	3368371	0				
2685	A	3371055	1				
2685	A	3373740	1				
2685	C	3376425	0				
2687	B	3379110	0				
2687	D	3381797	0				
2688	C	3384484	0				
2688	A	3387172	1				
2690	E	3389860	0				
2692	C	3392550	0				
2692	B	3395242	0				
2693	D	3397934	0				
2694	A	3400627	1				
2695	D	3403321	0				
2695	C	3406016	0				
2695	A	3408711	1				
2697	E	3411406	0				
2697	C	3414103	0				
2697	D	3416800	0				
2698	E	3419497	0				
2698	B	3422195	0				
2699	C	3424893	0				
2700	D	3427592	0				
2700	D	3430292	0				
2701	B	3432992	0				
2701	B	3435693	0				
2702	B	3438394	0				
2703	D	3441096	0				
2704	A	3443799	1				
2705	A	3446503	1				
2706	A	3449208	1				
2706	C	3451914	0				
2707	B	3454620	0				
2708	D	3457327	0				
2708	D	3460035	0				
2709	A	3462743	1				
2709	C	3465452	0				
2712	C	3468161	0				
2716	C	3470873	0				
2717	B	3473589	0				
2720	B	3476306	0				
2720	E	3479026	0				
2721	B	3481746	0				
2722	E	3484467	0				
2723	C	3487189	0				
2723	A	3489912	1				
2723	E	3492635	0				
2724	D	3495358	0				
2724	D	3498082	0				
2724	B	3500806	0				
2726	C	3503530	0				
2727	A	3506256	1				
2728	C	3508983	0				
2728	C	3511711	0				
2729	B	3514439	0				
2730	A	3517168	1				
2730	C	3519898	0				
2731	D	3522628	0				
2731	D	3525359	0				
2732	E	3528090	0				
2733	D	3530822	0				
2734	A	3533555	1				
2735	E	3536289	0				
2735	B	3539024	0				
2736	C	3541759	0				
2737	C	3544495	0				
2737	C	3547232	0				
2738	D	3549969	0				
2740	D	3552707	0				
2740	A	3555447	1				
2741	A	3558187	1				
2743	E	3560928	0				
2743	E	3563671	0				
2744	D	3566414	0				
2745	B	3569158	0				
2746	B	3571903	0				
2747	E	3574649	0				
2748	B	3577396	0				
2753	D	3580144	0				
2754	D	3582897	0				
2755	E	3585651	0				
2755	B	3588406	0				
2756	B	3591161	0				
2757	E	3593917	0				
2757	D	3596674	0				
2761	A	3599431	1				
2763	C	3602192	0				
2763	C	3604955	0				
2764	B	3607718	0				
2765	A	3610482	1				
2766	B	3613247	0				
2767	A	3616013	1				
2768	B	3618780	0				
2768	E	3621548	0				
2768	B	3624316	0				
2770	C	3627084	0				
2772	B	3629854	0				
2772	C	3632626	0				
2772	E	3635398	0				
2772	D	3638170	0				
2773	A	3640942	1				
2774	D	3643715	0				
2774	D	3646489	0				
2775	A	3649263	1				
2776	D	3652038	0				
2777	C	3654814	0				
2780	E	3657591	0				
2780	C	3660371	0				
2780	D	3663151	0				
2781	D	3665931	0				
2783	E	3668712	0				
2784	C	3671495	0				
2785	C	3674279	0				
2785	C	3677064	0				
2789	C	3679849	0				
2791	D	3682638	0				
2791	A	3685429	1				
2792	E	3688220	0				
2792	A	3691012	1				
2794	C	3693804	0				
2795	D	3696598	0				
2796	E	3699393	0				
2797	C	3702189	0				
2797	D	3704986	0				
2798	C	3707783	0				
2798	C	3710581	0				
2798	E	3713379	0				
2798	C	3716177	0				
2799	D	3718975	0				
2801	A	3721774	1				
2802	E	3724575	0				
2805	B	3727377	0				
2806	E	3730182	0				
2806	A	3732988	1				
2806	A	3735794	1				
2808	B	3738600	0				
2810	E	3741408	0				
2811	D	3744218	0				
2814	B	3747029	0				
2816	D	3749843	0				
2816	A	3752659	1				
2817	D	3755475	0				
2817	A	3758292	1				
2818	A	3761109	1				
2818	B	3763927	0				
2820	A	3766745	1				
2822	C	3769565	0				
2822	A	3772387	1				
2825	A	3775209	1				
2826	D	3778034	0				
2826	D	3780860	0				
2828	C	3783686	0				
2828	B	3786514	0				
2832	B	3789342	0				
2832	A	3792174	1				
2833	E	3795006	0				
2836	C	3797839	0				
2838	B	3800675	0				
2838	B	3803513	0				
2838	B	3806351	0				
2839	A	3809189	1				
2839	D	3812028	0				
2839	A	3814867	1				
2840	B	3817706	0				
2841	C	3820546	0				
2841	B	3823387	0				
2843	B	3826228	0				
2843	B	3829071	0				
2843	D	3831914	0				
2843	D	3834757	0				
2844	E	3837600	0				
2844	D	3840444	0				
2845	B	3843288	0				
2845	D	3846133	0				
2845	C	3848978	0				
2846	E	3851823	0				
2846	E	3854669	0				
2846	E	3857515	0				
2847	A	3860361	1				
2847	C	3863208	0				
2848	B	3866055	0				
2849	A	3868903	1				
2849	D	3871752	0				
2850	B	3874601	0				
2851	C	3877451	0				
2852	D	3880302	0				
2852	A	3883154	1				
2852	B	3886006	0				
2854	B	3888858	0				
2854	D	3891712	0				
2854	C	3894566	0				
2854	C	3897420	0				
2855	C	3900274	0				
2856	B	3903129	0				
2856	D	3905985	0				
2856	B	3908841	0				
2856	C	3911697	0				
2856	D	3914553	0				
2857	D	3917409	0				
2858	D	3920266	0				
2858	D	3923124	0				
2859	E	3925982	0				
2860	D	3928841	0				
2860	C	3931701	0				
2860	B	3934561	0				
2861	A	3937421	1				
2861	C	3940282	0				
2863	B	3943143	0				
2863	D	3946006	0				
2864	B	3948869	0				
2864	B	3951733	0				
2865	D	3954597	0				
2868	A	3957462	1				
2868	D	3960330	0				
2869	D	3963198	0				
2870	E	3966067	0				
2870	B	3968937	0				
2872	D	3971807	0				
2873	A	3974679	1				
2874	E	3977552	0				
2874	D	3980426	0				
2874	E	3983300	0				
2875	C	3986174	0				
2876	D	3989049	0				
2876	A	3991925	1				
2876	D	3994801	0				
2877	B	3997677	0				
2881	D	4000554	0				
2881	D	4003435	0				
2882	C	4006316	0				
2882	B	4009198	0				
2882	A	4012080	1				
2883	D	4014962	0				
2884	D	4017845	0				
2885	C	4020729	0				
2886	E	4023614	0				
2886	A	4026500	1				
2889	D	4029386	0				
2891	B	4032275	0				
2891	D	4035166	0				
2891	E	4038057	0				
2895	E	4040948	0				
2896	E	4043843	0				
2896	D	4046739	0				
2897	C	4049635	0				
2897	C	4052532	0				
2898	C	4055429	0				
2898	C	4058327	0				
2898	E	4061225	0				
2899	B	4064123	0				
2899	E	4067022	0				
2899	D	4069921	0				
2899	E	4072820	0				
2903	D	4075719	0				
2903	E	4078622	0				
2904	A	4081525	1				
2904	D	4084429	0				
